AccidentID,Date,Time,Local Authority ONS District,Latitude,Longitude,Sum of Accident Vehicle Count,CasualtyCount,Accident Severity
8766039,2022-05-10 00:00:00,03:10,West Northamptonshire,52.217486,'-1.056566,2,2,Fatal
8786885,2022-05-10 00:00:00,12:20,Tunbridge Wells,51.091926,0.575808,1,1,Fatal
8796485,2022-05-10 00:00:00,08:25,South Somerset,50.945562,'-2.952434,2,1,Fatal
8729031,2022-05-11 00:00:00,19:02,Rossendale,53.736645,'-2.292878,1,1,Fatal
8736501,2022-05-11 00:00:00,12:16,Cheshire West and Chester,53.154258,'-2.862306,2,3,Fatal
8764109,2022-05-11 00:00:00,17:25,Charnwood,52.671996,'-1.104648,2,1,Fatal
8711950,2022-05-12 00:00:00,08:39,Lambeth,51.488618,'-0.111151,1,2,Fatal
8742789,2022-05-12 00:00:00,13:47,Leeds,53.834191,'-1.65241,1,2,Fatal
8751037,2022-05-12 00:00:00,18:33,Solihull,52.382021,'-1.752904,2,1,Fatal
8794463,2022-05-12 00:00:00,20:42,Plymouth,50.411552,'-4.174541,2,1,Fatal
8796486,2022-05-12 00:00:00,06:47,Mendip,51.252506,'-2.260475,1,1,Fatal
8729055,2022-05-13 00:00:00,18:45,West Lancashire,53.532492,'-2.895667,1,1,Fatal
8734022,2022-05-13 00:00:00,22:52,Rochdale,53.64693,'-2.085644,2,3,Fatal
8746382,2022-05-13 00:00:00,08:45,Doncaster,53.616886,'-1.236032,2,2,Fatal
8768016,2022-05-13 00:00:00,20:36,King's Lynn and West Norfolk,52.618501,0.279662,1,1,Fatal
8783933,2022-05-13 00:00:00,23:26,Guildford,51.265213,'-0.404942,1,4,Fatal
8712349,2022-05-14 00:00:00,06:21,Kensington and Chelsea,51.483474,'-0.166627,2,1,Fatal
8748258,2022-05-14 00:00:00,21:16,North Lincolnshire,53.543322,'-0.654713,1,2,Fatal
8766469,2022-05-14 00:00:00,00:50,Peterborough,52.629809,'-0.183447,1,3,Fatal
8770649,2022-05-14 00:00:00,18:25,Central Bedfordshire,51.984484,'-0.426627,4,3,Fatal
8807079,2022-05-14 00:00:00,19:30,Fife,56.123037,'-3.438831,1,1,Fatal
8727465,2022-05-15 00:00:00,00:05,Allerdale,54.685021,'-3.525157,1,2,Fatal
8760923,2022-05-15 00:00:00,08:49,Rushcliffe,52.93016,'-0.995089,1,1,Fatal
8805783,2022-05-15 00:00:00,10:22,Powys,52.517155,'-3.382851,2,4,Fatal
8807086,2022-05-15 00:00:00,08:30,Highland,57.623094,'-4.699506,2,1,Fatal
8756333,2022-05-16 00:00:00,13:25,Wychavon,52.218467,'-2.152624,3,1,Fatal
8736523,2022-05-17 00:00:00,16:20,Cheshire East,53.235608,'-2.223433,2,2,Fatal
8740513,2022-05-17 00:00:00,18:20,Craven,53.897902,'-2.107357,2,1,Fatal
8755401,2022-05-17 00:00:00,15:10,Lichfield,52.67744,'-1.947008,2,3,Fatal
8783970,2022-05-17 00:00:00,21:47,Runnymede,51.421603,'-0.557022,1,4,Fatal
8800120,2022-05-17 00:00:00,14:55,Wiltshire,51.054644,'-1.707964,2,2,Fatal
8734093,2022-05-18 00:00:00,21:31,Wigan,53.572238,'-2.588941,1,1,Fatal
8739715,2022-05-19 00:00:00,23:50,County Durham,54.855904,'-1.832678,1,2,Fatal
8740818,2022-05-19 00:00:00,10:15,Selby,53.779886,'-1.294142,1,1,Fatal
8748285,2022-05-19 00:00:00,19:25,North Lincolnshire,53.582653,'-0.380151,2,1,Fatal
8755404,2022-05-19 00:00:00,12:00,Stafford,52.80956,'-2.115361,1,1,Fatal
8762727,2022-05-19 00:00:00,12:42,East Lindsey,53.180851,0.258403,2,5,Fatal
8791013,2022-05-19 00:00:00,21:40,Horsham,50.991962,'-0.475913,3,3,Fatal
8802772,2022-05-19 00:00:00,16:45,Conwy,53.069651,'-3.841526,2,4,Fatal
8746425,2022-05-20 00:00:00,09:05,Barnsley,53.537252,'-1.548441,1,1,Fatal
8772021,2022-05-20 00:00:00,13:37,Watford,51.676174,'-0.421902,1,2,Fatal
8786994,2022-05-20 00:00:00,13:22,Maidstone,51.329057,0.616441,1,2,Fatal
8794446,2022-05-20 00:00:00,15:02,Cornwall,50.441296,'-4.601613,2,2,Fatal
8780705,2022-05-21 00:00:00,18:43,Isle of Wight,50.702234,'-1.383405,2,1,Fatal
8791029,2022-05-21 00:00:00,13:10,Rother,50.965226,0.756219,2,1,Fatal
8739722,2022-05-22 00:00:00,01:15,County Durham,54.78858,'-1.531599,2,5,Fatal
8746442,2022-05-22 00:00:00,01:38,Sheffield,53.371398,'-1.488739,1,1,Fatal
8751233,2022-05-22 00:00:00,16:12,Sandwell,52.540578,'-2.057887,2,1,Fatal
8759014,2022-05-22 00:00:00,22:10,Amber Valley,53.022291,'-1.327512,1,1,Fatal
8768048,2022-05-22 00:00:00,13:10,King's Lynn and West Norfolk,52.758582,0.661913,2,2,Fatal
8727481,2022-05-23 00:00:00,11:53,Eden,54.543935,'-2.394518,3,5,Fatal
8768128,2022-05-23 00:00:00,17:15,Breckland,52.678284,0.830529,6,1,Fatal
8755417,2022-05-24 00:00:00,17:17,Lichfield,52.622356,'-1.723753,7,5,Fatal
8748316,2022-05-25 00:00:00,22:14,"Kingston upon Hull, City of",53.796458,'-0.328803,1,1,Fatal
8770679,2022-05-25 00:00:00,00:06,Central Bedfordshire,52.030954,'-0.386876,2,2,Fatal
8777419,2022-05-25 00:00:00,19:10,West Oxfordshire,51.872557,'-1.383296,1,1,Fatal
8796502,2022-05-25 00:00:00,09:40,Mendip,51.223031,'-2.629067,2,1,Fatal
8802793,2022-05-25 00:00:00,19:50,Denbighshire,53.319124,'-3.447469,2,1,Fatal
8757717,2022-05-26 00:00:00,09:00,North Warwickshire,52.488411,'-1.52404,1,1,Fatal
8796503,2022-05-26 00:00:00,21:58,Mendip,51.260238,'-2.517605,2,1,Fatal
8807226,2022-05-26 00:00:00,17:36,Highland,57.285815,'-3.829628,1,2,Fatal
8734239,2022-05-27 00:00:00,05:24,Bolton,53.536086,'-2.391736,1,1,Fatal
8740658,2022-05-27 00:00:00,01:15,Selby,53.896505,'-1.208907,2,1,Fatal
8757704,2022-05-27 00:00:00,20:33,North Warwickshire,52.468165,'-1.58601,2,2,Fatal
8766524,2022-05-27 00:00:00,22:00,Fenland,52.539856,0.171839,1,1,Fatal
8713060,2022-05-28 00:00:00,00:21,Richmond upon Thames,51.46086,'-0.322945,1,3,Fatal
8740586,2022-05-28 00:00:00,20:13,Harrogate,53.919391,'-1.496186,2,1,Fatal
8804210,2022-05-28 00:00:00,11:56,Cardiff,51.483252,'-3.171553,1,1,Fatal
8805782,2022-05-28 00:00:00,08:20,Powys,51.874153,'-3.171621,3,1,Fatal
8713114,2022-05-29 00:00:00,00:20,Hammersmith and Fulham,51.490985,'-0.231824,1,1,Fatal
8713183,2022-05-30 00:00:00,03:11,Croydon,51.379154,'-0.110775,2,1,Fatal
8755426,2022-05-30 00:00:00,10:40,Stoke-on-Trent,53.052407,'-2.211876,1,1,Fatal
8756381,2022-05-30 00:00:00,11:47,Wychavon,52.079731,'-1.943104,2,1,Fatal
8769449,2022-05-30 00:00:00,12:11,West Suffolk,52.349029,0.564571,3,2,Fatal
8780789,2022-05-30 00:00:00,19:08,Portsmouth,50.856443,'-1.094175,2,3,Fatal
8794501,2022-05-30 00:00:00,19:15,Cornwall,50.412797,'-4.894723,1,2,Fatal
8791147,2022-05-31 00:00:00,12:03,Arun,50.856811,'-0.448965,2,1,Fatal
8804219,2022-05-31 00:00:00,23:15,Swansea,51.585629,'-4.042899,1,4,Fatal
8713377,2022-06-01 00:00:00,22:27,Greenwich,51.491108,0.071063,1,2,Fatal
8769452,2022-06-01 00:00:00,10:33,West Suffolk,52.356523,0.587519,3,3,Fatal
8798317,2022-06-01 00:00:00,18:15,Sedgemoor,51.099712,'-2.895387,1,1,Fatal
8746523,2022-06-02 00:00:00,16:55,Sheffield,53.454699,'-1.634206,1,1,Fatal
8755434,2022-06-02 00:00:00,15:18,South Staffordshire,52.447725,'-2.235384,2,1,Fatal
8761086,2022-06-02 00:00:00,15:48,Mansfield,53.120525,'-1.122898,1,1,Fatal
8768088,2022-06-02 00:00:00,14:38,Breckland,52.555554,0.744984,2,2,Fatal
8787095,2022-06-02 00:00:00,14:21,Swale,51.259614,0.874829,3,1,Fatal
8803461,2022-06-02 00:00:00,19:20,Monmouthshire,51.776854,'-2.886452,2,1,Fatal
8807316,2022-06-02 00:00:00,14:30,Perth and Kinross,56.694414,'-4.175634,1,1,Fatal
8738389,2022-06-03 00:00:00,17:35,Sunderland,54.904525,'-1.381209,1,1,Fatal
8743049,2022-06-03 00:00:00,01:47,Wakefield,53.713941,'-1.385884,1,1,Fatal
8743056,2022-06-03 00:00:00,17:08,Calderdale,53.714009,'-1.914235,1,1,Fatal
8759094,2022-06-03 00:00:00,23:20,Amber Valley,52.965173,'-1.477865,2,4,Fatal
8765363,2022-06-03 00:00:00,21:00,North Northamptonshire,52.299419,'-0.587074,1,4,Fatal
8774415,2022-06-03 00:00:00,20:57,Braintree,51.85285,0.723532,2,1,Fatal
8784060,2022-06-03 00:00:00,02:48,Guildford,51.249398,'-0.573824,2,3,Fatal
8803466,2022-06-03 00:00:00,13:10,Monmouthshire,51.686125,'-2.675001,2,1,Fatal
8743062,2022-06-04 00:00:00,00:15,Leeds,53.808654,'-1.516618,1,1,Fatal
8749770,2022-06-04 00:00:00,14:05,Redcar and Cleveland,54.563603,'-0.978884,1,1,Fatal
8802828,2022-06-04 00:00:00,13:20,Gwynedd,52.929771,'-4.453094,5,2,Fatal
8807346,2022-06-04 00:00:00,10:30,Moray,57.513716,'-3.413062,1,1,Fatal
8734226,2022-06-05 00:00:00,01:33,Stockport,53.405934,'-2.175905,1,1,Fatal
8780837,2022-06-05 00:00:00,10:15,Isle of Wight,50.647009,'-1.353577,2,1,Fatal
8807349,2022-06-05 00:00:00,00:05,East Lothian,55.947458,'-2.911152,1,1,Fatal
8765364,2022-06-06 00:00:00,09:20,North Northamptonshire,52.389027,'-0.750413,2,1,Fatal
8807362,2022-06-06 00:00:00,16:25,Argyll and Bute,56.079934,'-4.818344,1,1,Fatal
8807376,2022-06-06 00:00:00,18:40,South Lanarkshire,55.679461,'-3.458362,2,1,Fatal
8731756,2022-06-07 00:00:00,15:30,Knowsley,53.423218,'-2.868463,2,1,Fatal
8743091,2022-06-07 00:00:00,03:14,Leeds,53.751072,'-1.472891,1,1,Fatal
8752789,2022-06-07 00:00:00,14:52,Birmingham,52.466219,'-1.847138,2,1,Fatal
8764175,2022-06-07 00:00:00,08:55,Harborough,52.503477,'-1.147263,2,1,Fatal
8780857,2022-06-07 00:00:00,12:13,Eastleigh,50.97053,'-1.350622,2,1,Fatal
8807381,2022-06-07 00:00:00,14:10,East Ayrshire,55.604122,'-4.537012,2,1,Fatal
8731767,2022-06-08 00:00:00,21:20,Wirral,53.377392,'-3.124825,1,1,Fatal
8774448,2022-06-08 00:00:00,05:06,Harlow,51.760898,0.10382,2,1,Fatal
8787177,2022-06-08 00:00:00,15:58,Gravesham,51.399974,0.435373,1,1,Fatal
8807417,2022-06-09 00:00:00,16:10,East Lothian,55.989822,'-2.591265,3,1,Fatal
8713939,2022-06-10 00:00:00,14:31,Bromley,51.369597,'-0.007252,1,1,Fatal
8729261,2022-06-10 00:00:00,10:28,Fylde,53.856675,'-2.904387,2,1,Fatal
8748380,2022-06-10 00:00:00,07:59,East Riding of Yorkshire,54.047052,'-0.382076,1,1,Fatal
8766611,2022-06-10 00:00:00,17:15,South Cambridgeshire,52.219072,0.238416,2,2,Fatal
8777553,2022-06-10 00:00:00,22:06,South Oxfordshire,51.741979,'-1.001223,2,1,Fatal
8748383,2022-06-11 00:00:00,01:40,East Riding of Yorkshire,54.027612,'-0.446311,2,6,Fatal
8766709,2022-06-11 00:00:00,23:50,Fenland,52.613475,0.007471,2,4,Fatal
8768116,2022-06-11 00:00:00,12:20,Breckland,52.457068,0.758504,1,1,Fatal
8777556,2022-06-11 00:00:00,03:07,Slough,51.531951,'-0.623359,2,1,Fatal
8799095,2022-06-11 00:00:00,20:30,Cotswold,51.99004,'-1.703206,6,1,Fatal
8769485,2022-06-12 00:00:00,08:22,Babergh,52.091157,0.842812,1,1,Fatal
8791267,2022-06-12 00:00:00,11:44,Wealden,50.821369,0.274963,3,2,Fatal
8794912,2022-06-12 00:00:00,11:57,Mid Devon,50.870012,'-3.382374,2,1,Fatal
8800208,2022-06-12 00:00:00,07:32,Swindon,51.611753,'-1.79702,2,1,Fatal
8802844,2022-06-12 00:00:00,17:46,Wrexham,52.963173,'-2.793615,3,1,Fatal
8714101,2022-06-13 00:00:00,03:17,Westminster,51.521712,'-0.20045,2,3,Fatal
8743175,2022-06-13 00:00:00,22:47,Kirklees,53.742789,'-1.731855,3,5,Fatal
8746555,2022-06-13 00:00:00,02:15,Doncaster,53.457786,'-1.177518,1,1,Fatal
8759116,2022-06-13 00:00:00,04:35,South Derbyshire,52.871454,'-1.381443,1,1,Fatal
8799099,2022-06-13 00:00:00,00:30,Forest of Dean,51.822335,'-2.401643,1,1,Fatal
8756461,2022-06-14 00:00:00,22:40,Wyre Forest,52.398407,'-2.189678,2,1,Fatal
8765365,2022-06-14 00:00:00,12:00,North Northamptonshire,52.422751,'-0.79821,2,1,Fatal
8769477,2022-06-14 00:00:00,01:36,Mid Suffolk,52.215528,0.921028,2,1,Fatal
8787469,2022-06-14 00:00:00,05:42,Sevenoaks,51.413336,0.203793,2,1,Fatal
8807466,2022-06-14 00:00:00,15:15,Highland,58.595045,'-3.417795,2,1,Fatal
8807508,2022-06-14 00:00:00,18:01,Argyll and Bute,55.984087,'-4.952658,2,3,Fatal
8734322,2022-06-15 00:00:00,16:40,Rochdale,53.589019,'-2.229056,3,1,Fatal
8740715,2022-06-15 00:00:00,07:59,Hambleton,54.398299,'-1.319783,2,2,Fatal
8746569,2022-06-15 00:00:00,17:15,Doncaster,53.507185,'-1.17715,2,1,Fatal
8764199,2022-06-15 00:00:00,16:36,North West Leicestershire,52.746292,'-1.501697,2,2,Fatal
8780962,2022-06-15 00:00:00,18:30,East Hampshire,51.07567,'-1.011807,3,1,Fatal
8787262,2022-06-15 00:00:00,10:10,Dartford,51.443945,0.214002,1,1,Fatal
8807481,2022-06-15 00:00:00,10:00,Argyll and Bute,56.408803,'-5.472233,1,1,Fatal
8736671,2022-06-16 00:00:00,16:49,Cheshire East,53.072698,'-2.360171,3,3,Fatal
8748418,2022-06-16 00:00:00,15:25,North Lincolnshire,53.551878,'-0.571631,2,1,Fatal
8751252,2022-06-16 00:00:00,14:25,Birmingham,52.423925,'-1.892386,2,1,Fatal
8766879,2022-06-16 00:00:00,15:54,South Cambridgeshire,52.186543,0.071819,2,1,Fatal
8791303,2022-06-16 00:00:00,09:56,Hastings,50.863064,0.550692,1,1,Fatal
8803491,2022-06-16 00:00:00,19:05,Newport,51.573829,'-2.93831,1,1,Fatal
8734348,2022-06-17 00:00:00,14:30,Bolton,53.546239,'-2.392946,2,1,Fatal
8738438,2022-06-17 00:00:00,11:00,Sunderland,54.913927,'-1.525513,1,1,Fatal
8739763,2022-06-17 00:00:00,03:10,Darlington,54.567097,'-1.549096,1,2,Fatal
8748411,2022-06-17 00:00:00,21:24,North Lincolnshire,53.566597,'-0.663004,3,4,Fatal
8762837,2022-06-17 00:00:00,18:56,East Lindsey,53.209096,'-0.017162,2,4,Fatal
8770753,2022-06-17 00:00:00,08:30,Central Bedfordshire,52.006339,'-0.565887,2,2,Fatal
8799115,2022-06-17 00:00:00,14:40,Stroud,51.710557,'-2.47416,2,1,Fatal
8743259,2022-06-18 00:00:00,20:40,Leeds,53.804688,'-1.422642,2,3,Fatal
8759163,2022-06-18 00:00:00,19:45,Derby,52.938497,'-1.462622,1,3,Fatal
8807558,2022-06-18 00:00:00,01:28,Dumfries and Galloway,55.244095,'-3.461143,1,1,Fatal
8734359,2022-06-19 00:00:00,20:52,Salford,53.526942,'-2.411337,3,2,Fatal
8749775,2022-06-19 00:00:00,22:45,Redcar and Cleveland,54.554973,'-0.985068,1,1,Fatal
8807518,2022-06-19 00:00:00,02:40,City of Edinburgh,55.96436,'-3.170524,1,1,Fatal
8739769,2022-06-20 00:00:00,20:44,County Durham,54.776907,'-1.545835,2,1,Fatal
8746589,2022-06-20 00:00:00,09:17,Doncaster,53.613687,'-0.967854,2,1,Fatal
8807532,2022-06-20 00:00:00,14:00,Argyll and Bute,56.245905,'-4.922231,3,1,Fatal
8734390,2022-06-21 00:00:00,14:53,Bury,53.551064,'-2.25854,1,1,Fatal
8731861,2022-06-22 00:00:00,09:10,Wirral,53.356815,'-3.002924,1,1,Fatal
8738483,2022-06-22 00:00:00,00:26,Northumberland,55.129024,'-1.557391,1,1,Fatal
8743293,2022-06-22 00:00:00,06:43,Bradford,53.79803,'-1.731959,2,1,Fatal
8757765,2022-06-22 00:00:00,16:19,North Warwickshire,52.506367,'-1.6903,1,1,Fatal
8791378,2022-06-22 00:00:00,10:10,Eastbourne,50.788476,0.301658,2,1,Fatal
8799130,2022-06-22 00:00:00,22:20,Tewkesbury,51.883172,'-2.267507,4,5,Fatal
8727548,2022-06-24 00:00:00,08:10,South Lakeland,54.240371,'-2.773741,3,1,Fatal
8766634,2022-06-24 00:00:00,04:11,Fenland,52.475303,0.053199,2,1,Fatal
8794666,2022-06-24 00:00:00,09:34,Cornwall,50.169718,'-5.128196,1,1,Fatal
8801579,2022-06-24 00:00:00,09:48,"Bournemouth, Christchurch and Poole",50.723807,'-1.978074,1,1,Fatal
8807585,2022-06-24 00:00:00,08:00,Highland,58.602898,'-3.348293,3,3,Fatal
8729424,2022-06-25 00:00:00,15:39,Fylde,53.8602,'-2.963138,2,1,Fatal
8738481,2022-06-25 00:00:00,14:00,Northumberland,55.697188,'-2.158367,2,1,Fatal
8768183,2022-06-25 00:00:00,05:30,Breckland,52.654615,0.748467,1,2,Fatal
8769525,2022-06-25 00:00:00,09:57,Babergh,52.048318,0.962645,2,2,Fatal
8715138,2022-06-26 00:00:00,00:37,Haringey,51.605829,'-0.061666,1,1,Fatal
8715189,2022-06-26 00:00:00,18:10,Havering,51.575809,0.270905,1,1,Fatal
8715207,2022-06-26 00:00:00,22:29,Hounslow,51.483261,'-0.326833,1,1,Fatal
8756540,2022-06-26 00:00:00,13:27,Wychavon,52.091188,'-1.984045,1,2,Fatal
8762884,2022-06-26 00:00:00,13:00,South Kesteven,52.676352,'-0.312203,2,1,Fatal
8768173,2022-06-26 00:00:00,09:40,Breckland,52.453136,0.866683,2,1,Fatal
8781077,2022-06-26 00:00:00,13:50,Gosport,50.808084,'-1.211135,1,1,Fatal
8807601,2022-06-26 00:00:00,14:35,Fife,56.344076,'-3.097595,2,3,Fatal
8740633,2022-06-27 00:00:00,15:55,Ryedale,54.254328,'-0.795141,2,1,Fatal
8748457,2022-06-27 00:00:00,16:15,"Kingston upon Hull, City of",53.782091,'-0.258568,1,1,Fatal
8759213,2022-06-27 00:00:00,14:10,High Peak,53.330892,'-1.907916,1,1,Fatal
8765366,2022-06-27 00:00:00,12:36,North Northamptonshire,52.480166,'-0.837022,2,2,Fatal
8715312,2022-06-28 00:00:00,13:35,Hounslow,51.429735,'-0.386906,1,2,Fatal
8787424,2022-06-28 00:00:00,23:58,Swale,51.346217,0.699637,3,1,Fatal
8791441,2022-06-28 00:00:00,07:30,Arun,50.801374,'-0.695655,3,1,Fatal
8807652,2022-06-28 00:00:00,19:45,North Ayrshire,55.655673,'-4.80355,1,1,Fatal
8715406,2022-06-29 00:00:00,18:30,Bexley,51.43597,0.148149,1,1,Fatal
8748460,2022-06-29 00:00:00,07:45,East Riding of Yorkshire,53.711422,'-0.075002,2,1,Fatal
8794695,2022-06-29 00:00:00,10:40,East Devon,50.781352,'-3.070046,2,1,Fatal
8794699,2022-06-29 00:00:00,22:00,Cornwall,50.415216,'-4.43099,2,2,Fatal
8751436,2022-06-30 00:00:00,09:50,Birmingham,52.461871,'-1.901669,4,1,Fatal
8756543,2022-06-30 00:00:00,17:45,"Herefordshire, County of",52.29727,'-2.756462,2,1,Fatal
8715531,2022-07-01 00:00:00,14:45,Greenwich,51.488284,0.094386,1,1,Fatal
8739786,2022-07-01 00:00:00,12:30,County Durham,54.773942,'-1.706837,2,1,Fatal
8739787,2022-07-02 00:00:00,17:20,County Durham,54.807762,'-1.50566,2,2,Fatal
8757801,2022-07-02 00:00:00,16:06,Warwick,52.261383,'-1.624244,2,5,Fatal
8762905,2022-07-02 00:00:00,13:00,East Lindsey,53.190748,0.338593,1,1,Fatal
8766684,2022-07-02 00:00:00,10:59,Fenland,52.494734,0.07324,3,2,Fatal
8787468,2022-07-02 00:00:00,15:26,Dover,51.124066,1.201504,3,1,Fatal
8740785,2022-07-03 00:00:00,18:16,Harrogate,54.02128,'-1.497032,3,3,Fatal
8755471,2022-07-03 00:00:00,16:15,Newcastle-under-Lyme,53.062999,'-2.26041,1,1,Fatal
8762909,2022-07-03 00:00:00,15:20,South Kesteven,52.703503,'-0.415723,1,2,Fatal
8777785,2022-07-03 00:00:00,17:21,Cherwell,51.798744,'-1.282562,1,1,Fatal
8791509,2022-07-03 00:00:00,01:20,Lewes,50.917415,'-0.124728,1,1,Fatal
8791513,2022-07-03 00:00:00,21:10,Adur,50.853407,'-0.290938,2,1,Fatal
8805784,2022-07-03 00:00:00,09:35,Powys,52.217219,'-3.191095,1,1,Fatal
8803564,2022-07-04 00:00:00,12:00,Caerphilly,51.689055,'-3.16342,2,1,Fatal
8743465,2022-07-05 00:00:00,16:55,Leeds,53.796926,'-1.597351,1,1,Fatal
8802229,2022-07-05 00:00:00,11:12,Dorset (excluding Christchurch),50.814932,'-1.898501,1,1,Fatal
8807684,2022-07-05 00:00:00,11:39,Highland,57.30457,'-3.931441,3,5,Fatal
8766677,2022-07-06 00:00:00,17:22,South Cambridgeshire,52.18867,0.073586,1,1,Fatal
8784333,2022-07-06 00:00:00,00:53,Waverley,51.208,'-0.805356,2,3,Fatal
8800311,2022-07-06 00:00:00,20:08,Swindon,51.612394,'-1.798346,1,1,Fatal
8743486,2022-07-07 00:00:00,16:46,Leeds,53.775362,'-1.546528,1,1,Fatal
8781186,2022-07-07 00:00:00,06:23,Hart,51.269791,'-0.966582,2,1,Fatal
8791552,2022-07-07 00:00:00,19:02,Chichester,50.990708,'-0.708409,2,3,Fatal
8734550,2022-07-08 00:00:00,16:12,Trafford,53.416945,'-2.325325,1,2,Fatal
8738555,2022-07-08 00:00:00,15:00,Gateshead,54.95138,'-1.649465,3,3,Fatal
8743494,2022-07-08 00:00:00,08:17,Kirklees,53.612266,'-1.772571,2,1,Fatal
8748500,2022-07-08 00:00:00,14:39,East Riding of Yorkshire,53.695372,'-0.033246,2,3,Fatal
8784355,2022-07-08 00:00:00,06:09,Runnymede,51.400041,'-0.536885,2,2,Fatal
8757826,2022-07-09 00:00:00,10:24,North Warwickshire,52.569394,'-1.586696,4,2,Fatal
8761162,2022-07-09 00:00:00,17:38,Bassetlaw,53.246187,'-0.915542,1,1,Fatal
8768235,2022-07-09 00:00:00,19:55,South Norfolk,52.629274,1.185884,1,1,Fatal
8769583,2022-07-09 00:00:00,10:29,Babergh,52.041876,1.108576,3,7,Fatal
8716221,2022-07-10 00:00:00,04:10,Southwark,51.494208,'-0.092624,2,2,Fatal
8734552,2022-07-10 00:00:00,21:24,Manchester,53.480912,'-2.235254,1,3,Fatal
8740793,2022-07-10 00:00:00,14:33,Hambleton,54.295552,'-1.611235,2,1,Fatal
8755482,2022-07-10 00:00:00,04:20,Stoke-on-Trent,52.997223,'-2.153661,1,1,Fatal
8756583,2022-07-10 00:00:00,14:10,Shropshire,52.591872,'-2.55681,2,4,Fatal
8759300,2022-07-10 00:00:00,17:55,Derbyshire Dales,53.144861,'-1.618572,1,1,Fatal
8762935,2022-07-10 00:00:00,14:12,West Lindsey,53.402702,'-0.466614,2,1,Fatal
8766040,2022-07-10 00:00:00,01:22,West Northamptonshire,52.264803,'-0.843148,1,1,Fatal
8777872,2022-07-10 00:00:00,11:00,Bracknell Forest,51.389751,'-0.746892,2,1,Fatal
8791579,2022-07-10 00:00:00,05:16,Mid Sussex,51.02275,'-0.195898,2,2,Fatal
8798008,2022-07-10 00:00:00,21:55,"Bristol, City of",51.426211,'-2.569359,1,2,Fatal
8807727,2022-07-10 00:00:00,15:50,Scottish Borders,55.506028,'-3.157834,2,1,Fatal
8770871,2022-07-11 00:00:00,17:22,Luton,51.892074,'-0.452149,1,1,Fatal
8772307,2022-07-11 00:00:00,11:40,Dacorum,51.783323,'-0.61317,2,1,Fatal
8781244,2022-07-11 00:00:00,20:10,Basingstoke and Deane,51.362362,'-1.187807,3,4,Fatal
8807740,2022-07-11 00:00:00,07:40,South Ayrshire,55.310321,'-4.664759,2,1,Fatal
8734556,2022-07-12 00:00:00,02:47,Manchester,53.458707,'-2.161681,2,3,Fatal
8746710,2022-07-12 00:00:00,17:51,Doncaster,53.47876,'-1.099466,2,1,Fatal
8787571,2022-07-12 00:00:00,10:55,Dover,51.27912,1.260785,2,1,Fatal
8807781,2022-07-12 00:00:00,11:05,Aberdeenshire,57.42629,'-1.894812,2,2,Fatal
8743569,2022-07-13 00:00:00,19:05,Wakefield,53.616016,'-1.347382,2,1,Fatal
8774815,2022-07-13 00:00:00,18:45,Tendring,51.785347,1.135389,2,1,Fatal
8807780,2022-07-13 00:00:00,22:30,South Ayrshire,55.264383,'-4.84448,2,1,Fatal
8807817,2022-07-13 00:00:00,12:54,Aberdeenshire,57.298522,'-2.258354,2,1,Fatal
8739813,2022-07-14 00:00:00,19:50,County Durham,54.781674,'-1.469456,1,1,Fatal
8740802,2022-07-14 00:00:00,16:47,Craven,54.006937,'-2.32117,3,1,Fatal
8759322,2022-07-14 00:00:00,16:30,South Derbyshire,52.879511,'-1.66398,2,2,Fatal
8807791,2022-07-14 00:00:00,13:30,Aberdeenshire,56.759324,'-2.445393,1,1,Fatal
8755492,2022-07-15 00:00:00,17:17,Lichfield,52.651675,'-1.837536,2,1,Fatal
8798371,2022-07-15 00:00:00,13:33,South Gloucestershire,51.450977,'-2.51019,1,1,Fatal
8799187,2022-07-15 00:00:00,13:41,Cotswold,51.714392,'-2.009288,2,4,Fatal
8716582,2022-07-16 00:00:00,03:24,Wandsworth,51.470482,'-0.164484,1,4,Fatal
8743603,2022-07-16 00:00:00,08:00,Calderdale,53.630987,'-2.018668,2,1,Fatal
8799202,2022-07-16 00:00:00,21:11,Tewkesbury,51.933505,'-2.038017,1,1,Fatal
8800369,2022-07-16 00:00:00,18:35,Wiltshire,51.394175,'-1.93832,2,3,Fatal
8732025,2022-07-17 00:00:00,19:22,Wirral,53.397926,'-3.086639,1,1,Fatal
8740695,2022-07-17 00:00:00,20:22,Selby,53.689072,'-1.162206,2,1,Fatal
8743622,2022-07-17 00:00:00,20:12,Bradford,53.786457,'-1.832979,2,5,Fatal
8755170,2022-07-17 00:00:00,09:59,Walsall,52.568081,'-1.979995,1,1,Fatal
8757840,2022-07-17 00:00:00,01:00,North Warwickshire,52.530722,'-1.59008,1,1,Fatal
8781295,2022-07-17 00:00:00,00:57,Basingstoke and Deane,51.261873,'-1.114093,2,1,Fatal
8787612,2022-07-17 00:00:00,15:58,Sevenoaks,51.356435,0.155558,2,3,Fatal
8736815,2022-07-18 00:00:00,21:21,Warrington,53.44299,'-2.483075,1,2,Fatal
8738604,2022-07-18 00:00:00,15:42,Northumberland,55.074295,'-1.708233,2,1,Fatal
8762985,2022-07-18 00:00:00,18:20,East Lindsey,53.339058,'-0.028487,3,1,Fatal
8766041,2022-07-18 00:00:00,03:17,West Northamptonshire,52.315853,'-1.130555,2,1,Fatal
